po_id,product_id,supplier_id,received_date,quantity_received,unit_cost,total_cost,warehouse,quality_pass
PO5661,P1019,S106,2024-05-02,108,702.95,75918.6,Warsaw WH,0
PO5637,P1011,S109,2024-05-03,15,568.09,8521.35,Berlin WH,1
PO5152,P1007,S107,2024-05-05,182,766.41,139486.62,Berlin WH,1
PO5416,P1023,S106,2024-05-05,63,86.36,5440.68,Helsinki WH,1
PO5626,P1004,S109,2024-05-05,127,35.83,4550.41,Warsaw WH,1
PO5316,P1003,S104,2024-05-07,147,346.21,50892.87,Warsaw WH,1
PO5544,P1021,S104,2024-05-10,65,455.67,29618.55,Berlin WH,1
PO5539,P1004,S109,2024-05-11,84,35.83,3009.72,Warsaw WH,1
PO5656,P1021,S104,2024-05-11,119,455.67,54224.73,Tallinn WH,1
PO5094,P1014,S108,2024-05-12,27,224.58,6063.66,Tallinn WH,1
PO5561,P1002,S108,2024-05-14,133,593.13,78886.29,Berlin WH,1
PO5013,P1008,S106,2024-05-19,149,680.28,101361.72,Madrid WH,1
PO5068,P1022,S108,2024-05-21,164,328.53,53878.92,Tallinn WH,1
PO5596,P1024,S109,2024-05-21,195,636.78,124172.1,Warsaw WH,1
PO5622,P1017,S102,2024-05-22,71,676.64,48041.44,Helsinki WH,1
PO5124,P1022,S101,2024-05-23,31,328.53,10184.43,Madrid WH,1
PO5674,P1015,S108,2024-05-23,92,149.34,13739.28,Warsaw WH,1
PO5182,P1009,S105,2024-05-27,117,435.94,51004.98,Tallinn WH,1
PO5216,P1025,S106,2024-05-28,45,796.96,35863.2,Helsinki WH,1
PO5121,P1010,S101,2024-06-01,123,666.08,81927.84,Helsinki WH,1
PO5179,P1016,S105,2024-06-06,171,791.78,135394.38,Helsinki WH,1
PO5475,P1019,S103,2024-06-06,53,702.95,37256.35,Tallinn WH,1
PO5788,P1003,S103,2024-06-15,108,346.21,37390.68,Warsaw WH,1
PO5015,P1002,S104,2024-06-18,53,593.13,31435.89,Tallinn WH,1
PO5434,P1023,S101,2024-06-18,99,86.36,8549.64,Berlin WH,1
PO5436,P1023,S101,2024-06-19,168,86.36,14508.48,Tallinn WH,1
PO5199,P1012,S107,2024-06-20,150,77.64,11646.0,Warsaw WH,1
PO5568,P1012,S101,2024-06-21,172,77.64,13354.08,Warsaw WH,1
PO5739,P1016,S105,2024-06-23,58,791.78,45923.24,Tallinn WH,1
PO5023,P1017,S102,2024-06-25,30,676.64,20299.2,Helsinki WH,1
PO5132,P1001,S103,2024-06-25,161,516.95,83228.95,Madrid WH,1
PO5406,P1021,S108,2024-06-25,157,455.67,71540.19,Warsaw WH,1
PO5169,P1004,S109,2024-06-26,87,35.83,3117.21,Madrid WH,1
PO5730,P1016,S106,2024-06-27,170,791.78,134602.6,Tallinn WH,1
PO5150,P1003,S102,2024-06-30,141,346.21,48815.61,Berlin WH,0
PO5584,P1012,S101,2024-07-02,199,77.64,15450.36,Madrid WH,1
PO5101,P1023,S106,2024-07-03,83,86.36,7167.88,Berlin WH,1
PO5597,P1008,S106,2024-07-04,161,680.28,109525.08,Warsaw WH,1
PO5642,P1017,S102,2024-07-04,188,676.64,127208.32,Helsinki WH,1
PO5140,P1007,S101,2024-07-05,148,766.41,113428.68,Helsinki WH,1
PO5692,P1011,S104,2024-07-07,47,568.09,26700.23,Helsinki WH,1
PO5415,P1008,S103,2024-07-10,36,680.28,24490.08,Helsinki WH,1
PO5024,P1015,S102,2024-07-11,73,149.34,10901.82,Madrid WH,1
PO5137,P1005,S110,2024-07-11,129,188.05,24258.45,Madrid WH,1
PO5428,P1016,S105,2024-07-12,50,791.78,39589.0,Helsinki WH,1
PO5410,P1015,S110,2024-07-14,74,149.34,11051.16,Helsinki WH,1
PO5363,P1026,S107,2024-07-16,33,24.01,792.33,Tallinn WH,1
PO5784,P1008,S104,2024-07-20,164,680.28,111565.92,Tallinn WH,1
PO5084,P1011,S104,2024-07-23,193,568.09,109641.37,Warsaw WH,1
PO5001,P1008,S102,2024-07-24,119,680.28,80953.32,Berlin WH,1
PO5102,P1022,S101,2024-07-25,116,328.53,38109.48,Berlin WH,1
PO5407,P1019,S103,2024-07-25,143,702.95,100521.85,Tallinn WH,1
PO5208,P1005,S110,2024-07-26,9,188.05,1692.45,Tallinn WH,1
PO5662,P1015,S102,2024-07-27,24,149.34,3584.16,Helsinki WH,0
PO5510,P1012,S107,2024-07-28,140,77.64,10869.6,Madrid WH,1
PO5783,P1007,S107,2024-08-01,77,766.41,59013.57,Helsinki WH,1
PO5131,P1015,S108,2024-08-02,180,149.34,26881.2,Warsaw WH,1
PO5160,P1023,S101,2024-08-02,186,86.36,16062.96,Tallinn WH,1
PO5281,P1018,S110,2024-08-02,100,262.63,26263.0,Warsaw WH,1
PO5483,P1021,S108,2024-08-02,98,455.67,44655.66,Warsaw WH,1
PO5603,P1024,S109,2024-08-03,87,636.78,55399.86,Madrid WH,1
PO5020,P1026,S104,2024-08-06,41,24.01,984.41,Warsaw WH,1
PO5623,P1007,S107,2024-08-06,200,766.41,153282.0,Helsinki WH,1
PO5347,P1003,S102,2024-08-07,178,346.21,61625.38,Warsaw WH,1
PO5070,P1013,S101,2024-08-08,61,514.01,31354.61,Tallinn WH,1
PO5754,P1004,S109,2024-08-08,138,35.83,4944.54,Tallinn WH,1
PO5187,P1007,S109,2024-08-09,199,766.41,152515.59,Berlin WH,1
PO5499,P1008,S103,2024-08-10,5,680.28,3401.4,Madrid WH,1
PO5172,P1019,S103,2024-08-11,59,702.95,41474.05,Helsinki WH,1
PO5421,P1024,S102,2024-08-11,83,636.78,52852.74,Tallinn WH,1
PO5180,P1016,S105,2024-08-12,174,791.78,137769.72,Madrid WH,1
PO5408,P1021,S104,2024-08-14,181,455.67,82476.27,Berlin WH,1
PO5425,P1002,S108,2024-08-15,10,593.13,5931.3,Helsinki WH,1
PO5369,P1026,S107,2024-08-16,165,24.01,3961.65,Tallinn WH,1
PO5733,P1022,S101,2024-08-26,170,328.53,55850.1,Madrid WH,1
PO5439,P1026,S107,2024-08-27,95,24.01,2280.95,Madrid WH,1
PO5520,P1022,S101,2024-08-27,64,328.53,21025.92,Helsinki WH,1
PO5687,P1019,S103,2024-08-27,128,702.95,89977.6,Warsaw WH,1
PO5184,P1003,S104,2024-08-28,180,346.21,62317.8,Tallinn WH,1
PO5785,P1018,S103,2024-09-03,49,262.63,12868.87,Berlin WH,1
PO5393,P1004,S107,2024-09-04,152,35.83,5446.16,Tallinn WH,1
PO5675,P1012,S107,2024-09-04,67,77.64,5201.88,Berlin WH,1
PO5022,P1013,S109,2024-09-05,170,514.01,87381.7,Helsinki WH,0
PO5049,P1012,S101,2024-09-07,130,77.64,10093.2,Tallinn WH,1
PO5312,P1019,S103,2024-09-08,32,702.95,22494.4,Helsinki WH,1
PO5530,P1008,S103,2024-09-08,69,680.28,46939.32,Warsaw WH,1
PO5624,P1014,S107,2024-09-09,53,224.58,11902.74,Madrid WH,1
PO5021,P1015,S108,2024-09-11,157,149.34,23446.38,Madrid WH,1
PO5480,P1008,S104,2024-09-12,4,680.28,2721.12,Berlin WH,0
PO5573,P1019,S103,2024-09-17,30,702.95,21088.5,Berlin WH,1
PO5610,P1026,S107,2024-09-17,186,24.01,4465.86,Berlin WH,1
PO5779,P1005,S110,2024-09-17,183,188.05,34413.15,Tallinn WH,1
PO5110,P1019,S103,2024-09-19,170,702.95,119501.5,Madrid WH,1
PO5711,P1011,S104,2024-09-20,188,568.09,106800.92,Tallinn WH,1
PO5135,P1004,S102,2024-09-21,153,35.83,5481.99,Madrid WH,0
PO5396,P1017,S104,2024-09-22,186,676.64,125855.04,Helsinki WH,1
PO5484,P1003,S104,2024-09-23,67,346.21,23196.07,Tallinn WH,1
PO5242,P1008,S103,2024-09-24,87,680.28,59184.36,Tallinn WH,1
PO5263,P1024,S104,2024-09-27,191,636.78,121624.98,Tallinn WH,1
PO5654,P1021,S108,2024-09-28,84,455.67,38276.28,Helsinki WH,1
PO5760,P1021,S104,2024-09-28,72,455.67,32808.24,Warsaw WH,1
PO5766,P1013,S101,2024-09-29,182,514.01,93549.82,Madrid WH,1
PO5237,P1007,S107,2024-10-01,91,766.41,69743.31,Helsinki WH,1
PO5378,P1015,S110,2024-10-02,49,149.34,7317.66,Berlin WH,1
PO5258,P1027,S109,2024-10-03,148,224.46,33220.08,Warsaw WH,1
PO5569,P1026,S107,2024-10-03,153,24.01,3673.53,Warsaw WH,1
PO5670,P1016,S105,2024-10-05,105,791.78,83136.9,Helsinki WH,1
PO5146,P1022,S101,2024-10-06,65,328.53,21354.45,Tallinn WH,1
PO5511,P1008,S102,2024-10-06,5,680.28,3401.4,Berlin WH,1
PO5628,P1015,S110,2024-10-10,34,149.34,5077.56,Warsaw WH,1
PO5409,P1005,S106,2024-10-11,123,188.05,23130.15,Tallinn WH,1
PO5698,P1023,S106,2024-10-13,189,86.36,16322.04,Tallinn WH,1
PO5373,P1015,S108,2024-10-15,188,149.34,28075.92,Tallinn WH,0
PO5538,P1024,S104,2024-10-15,75,636.78,47758.5,Warsaw WH,0
PO5749,P1018,S103,2024-10-16,187,262.63,49111.81,Helsinki WH,1
PO5467,P1007,S107,2024-10-18,61,766.41,46751.01,Tallinn WH,1
PO5054,P1004,S109,2024-10-21,120,35.83,4299.6,Warsaw WH,1
PO5163,P1015,S110,2024-10-21,49,149.34,7317.66,Berlin WH,1
PO5225,P1022,S101,2024-10-21,156,328.53,51250.68,Berlin WH,1
PO5270,P1004,S107,2024-10-23,161,35.83,5768.63,Tallinn WH,1
PO5592,P1004,S102,2024-10-24,181,35.83,6485.23,Tallinn WH,1
PO5704,P1018,S110,2024-10-24,16,262.63,4202.08,Helsinki WH,1
PO5218,P1019,S103,2024-10-25,5,702.95,3514.75,Berlin WH,1
PO5246,P1024,S108,2024-10-26,199,636.78,126719.22,Madrid WH,1
PO5226,P1008,S103,2024-10-27,98,680.28,66667.44,Madrid WH,1
PO5260,P1014,S110,2024-10-27,44,224.58,9881.52,Madrid WH,1
PO5517,P1024,S104,2024-10-30,8,636.78,5094.24,Tallinn WH,1
PO5201,P1004,S107,2024-11-02,157,35.83,5625.31,Berlin WH,1
PO5392,P1017,S102,2024-11-02,157,676.64,106232.48,Tallinn WH,1
PO5432,P1024,S106,2024-11-02,23,636.78,14645.94,Warsaw WH,1
PO5446,P1004,S102,2024-11-02,134,35.83,4801.22,Warsaw WH,1
PO5040,P1024,S104,2024-11-03,72,636.78,45848.16,Helsinki WH,0
PO5287,P1004,S109,2024-11-03,33,35.83,1182.39,Madrid WH,1
PO5435,P1008,S103,2024-11-06,78,680.28,53061.84,Madrid WH,1
PO5048,P1014,S107,2024-11-07,160,224.58,35932.8,Tallinn WH,1
PO5418,P1017,S104,2024-11-07,184,676.64,124501.76,Warsaw WH,1
PO5073,P1017,S104,2024-11-08,139,676.64,94052.96,Warsaw WH,1
PO5112,P1016,S106,2024-11-08,91,791.78,72051.98,Warsaw WH,1
PO5042,P1024,S109,2024-11-09,8,636.78,5094.24,Helsinki WH,1
PO5729,P1021,S101,2024-11-09,53,455.67,24150.51,Berlin WH,1
PO5795,P1008,S109,2024-11-09,96,680.28,65306.88,Tallinn WH,1
PO5329,P1010,S101,2024-11-10,70,666.08,46625.6,Helsinki WH,1
PO5682,P1024,S109,2024-11-10,32,636.78,20376.96,Helsinki WH,0
PO5036,P1015,S110,2024-11-11,106,149.34,15830.04,Berlin WH,1
PO5162,P1003,S104,2024-11-11,142,346.21,49161.82,Madrid WH,1
PO5643,P1007,S101,2024-11-17,110,766.41,84305.1,Tallinn WH,1
PO5717,P1014,S107,2024-11-18,115,224.58,25826.7,Helsinki WH,1
PO5430,P1023,S101,2024-11-21,76,86.36,6563.36,Madrid WH,1
PO5366,P1007,S107,2024-11-22,145,766.41,111129.45,Helsinki WH,1
PO5490,P1022,S107,2024-11-22,66,328.53,21682.98,Warsaw WH,0
PO5195,P1003,S103,2024-11-24,30,346.21,10386.3,Warsaw WH,0
PO5331,P1011,S104,2024-11-25,48,568.09,27268.32,Warsaw WH,1
PO5388,P1004,S109,2024-11-25,143,35.83,5123.69,Tallinn WH,1
PO5372,P1003,S102,2024-11-27,156,346.21,54008.76,Berlin WH,1
PO5105,P1018,S103,2024-11-28,72,262.63,18909.36,Madrid WH,1
PO5516,P1013,S101,2024-11-28,155,514.01,79671.55,Madrid WH,0
PO5613,P1014,S108,2024-12-04,31,224.58,6961.98,Warsaw WH,1
PO5470,P1010,S101,2024-12-06,165,666.08,109903.2,Warsaw WH,1
PO5181,P1022,S105,2024-12-08,151,328.53,49608.03,Tallinn WH,1
PO5659,P1025,S106,2024-12-10,163,796.96,129904.48,Helsinki WH,0
PO5143,P1007,S105,2024-12-13,105,766.41,80473.05,Tallinn WH,1
PO5780,P1011,S104,2024-12-15,118,568.09,67034.62,Tallinn WH,1
PO5086,P1005,S110,2024-12-17,58,188.05,10906.9,Helsinki WH,1
PO5285,P1015,S102,2024-12-17,80,149.34,11947.2,Warsaw WH,1
PO5239,P1021,S101,2024-12-18,143,455.67,65160.81,Tallinn WH,1
PO5589,P1002,S108,2024-12-19,182,593.13,107949.66,Madrid WH,1
PO5591,P1008,S106,2024-12-19,137,680.28,93198.36,Tallinn WH,1
PO5041,P1008,S103,2024-12-20,165,680.28,112246.2,Madrid WH,1
PO5336,P1022,S105,2024-12-20,115,328.53,37780.95,Helsinki WH,1
PO5699,P1007,S101,2024-12-21,146,766.41,111895.86,Madrid WH,1
PO5337,P1018,S110,2024-12-23,158,262.63,41495.54,Warsaw WH,1
PO5381,P1003,S102,2024-12-23,13,346.21,4500.73,Helsinki WH,1
PO5685,P1008,S102,2024-12-25,55,680.28,37415.4,Berlin WH,1
PO5256,P1024,S109,2024-12-26,19,636.78,12098.82,Warsaw WH,1
PO5502,P1018,S103,2024-12-26,69,262.63,18121.47,Warsaw WH,1
PO5794,P1001,S103,2024-12-28,58,516.95,29983.1,Tallinn WH,1
PO5710,P1014,S110,2024-12-31,58,224.58,13025.64,Madrid WH,1
PO5601,P1014,S108,2025-01-03,17,224.58,3817.86,Madrid WH,1
PO5175,P1003,S103,2025-01-04,96,346.21,33236.16,Warsaw WH,1
PO5210,P1026,S104,2025-01-04,16,24.01,384.16,Warsaw WH,1
PO5578,P1027,S109,2025-01-05,3,224.46,673.38,Warsaw WH,1
PO5522,P1002,S104,2025-01-08,28,593.13,16607.64,Helsinki WH,1
PO5769,P1010,S101,2025-01-08,181,666.08,120560.48,Berlin WH,1
PO5261,P1014,S108,2025-01-11,23,224.58,5165.34,Warsaw WH,1
PO5648,P1007,S105,2025-01-15,99,766.41,75874.59,Berlin WH,1
PO5706,P1027,S109,2025-01-17,19,224.46,4264.74,Tallinn WH,1
PO5193,P1008,S109,2025-01-19,136,680.28,92518.08,Madrid WH,1
PO5197,P1002,S109,2025-01-19,24,593.13,14235.12,Warsaw WH,1
PO5341,P1021,S108,2025-01-20,93,455.67,42377.31,Warsaw WH,0
PO5344,P1019,S106,2025-01-21,102,702.95,71700.9,Tallinn WH,1
PO5090,P1018,S103,2025-01-25,43,262.63,11293.09,Madrid WH,1
PO5599,P1014,S108,2025-01-25,117,224.58,26275.86,Warsaw WH,1
PO5655,P1023,S101,2025-01-25,52,86.36,4490.72,Tallinn WH,1
PO5096,P1009,S105,2025-01-28,18,435.94,7846.92,Madrid WH,1
PO5374,P1017,S102,2025-01-28,132,676.64,89316.48,Madrid WH,1
PO5200,P1005,S110,2025-01-30,28,188.05,5265.4,Berlin WH,1
PO5301,P1027,S109,2025-01-30,142,224.46,31873.32,Helsinki WH,1
PO5759,P1007,S109,2025-02-01,6,766.41,4598.46,Tallinn WH,1
PO5651,P1013,S101,2025-02-02,31,514.01,15934.31,Madrid WH,1
PO5441,P1007,S107,2025-02-04,107,766.41,82005.87,Madrid WH,1
PO5765,P1027,S109,2025-02-04,15,224.46,3366.9,Madrid WH,1
PO5093,P1014,S110,2025-02-07,102,224.58,22907.16,Berlin WH,1
PO5721,P1003,S104,2025-02-07,26,346.21,9001.46,Warsaw WH,1
PO5660,P1023,S101,2025-02-09,189,86.36,16322.04,Tallinn WH,1
PO5545,P1004,S109,2025-02-11,19,35.83,680.77,Warsaw WH,0
PO5005,P1004,S102,2025-02-15,1,35.83,35.83,Warsaw WH,1
PO5103,P1008,S106,2025-02-15,87,680.28,59184.36,Helsinki WH,1
PO5411,P1025,S106,2025-02-16,102,796.96,81289.92,Tallinn WH,0
PO5489,P1001,S103,2025-02-16,146,516.95,75474.7,Berlin WH,1
PO5521,P1015,S102,2025-02-17,183,149.34,27329.22,Berlin WH,1
PO5535,P1008,S104,2025-02-17,85,680.28,57823.8,Warsaw WH,1
PO5075,P1007,S101,2025-02-18,123,766.41,94268.43,Helsinki WH,0
PO5165,P1015,S108,2025-02-19,99,149.34,14784.66,Berlin WH,1
PO5798,P1027,S109,2025-02-20,136,224.46,30526.56,Tallinn WH,1
PO5177,P1022,S101,2025-02-22,159,328.53,52236.27,Berlin WH,1
PO5455,P1007,S109,2025-02-22,115,766.41,88137.15,Warsaw WH,1
PO5755,P1018,S103,2025-02-23,168,262.63,44121.84,Warsaw WH,1
PO5575,P1008,S106,2025-02-24,109,680.28,74150.52,Berlin WH,1
PO5579,P1013,S109,2025-02-25,144,514.01,74017.44,Madrid WH,1
PO5621,P1012,S101,2025-02-25,90,77.64,6987.6,Warsaw WH,1
PO5275,P1024,S106,2025-02-26,119,636.78,75776.82,Madrid WH,1
PO5527,P1027,S109,2025-02-27,4,224.46,897.84,Tallinn WH,1
PO5283,P1021,S101,2025-03-02,73,455.67,33263.91,Tallinn WH,1
PO5737,P1025,S106,2025-03-04,48,796.96,38254.08,Tallinn WH,1
PO5205,P1017,S102,2025-03-06,117,676.64,79166.88,Tallinn WH,1
PO5697,P1002,S109,2025-03-06,91,593.13,53974.83,Berlin WH,1
PO5513,P1019,S103,2025-03-07,174,702.95,122313.3,Madrid WH,1
PO5076,P1021,S104,2025-03-09,108,455.67,49212.36,Madrid WH,1
PO5625,P1024,S102,2025-03-13,76,636.78,48395.28,Helsinki WH,1
PO5457,P1025,S106,2025-03-15,136,796.96,108386.56,Berlin WH,1
PO5540,P1004,S109,2025-03-15,94,35.83,3368.02,Helsinki WH,0
PO5667,P1002,S104,2025-03-15,180,593.13,106763.4,Tallinn WH,1
PO5380,P1022,S101,2025-03-16,130,328.53,42708.9,Warsaw WH,0
PO5665,P1026,S107,2025-03-18,20,24.01,480.2,Madrid WH,1
PO5744,P1022,S101,2025-03-19,183,328.53,60120.99,Helsinki WH,1
PO5185,P1024,S109,2025-03-21,71,636.78,45211.38,Helsinki WH,1
PO5707,P1014,S107,2025-03-21,151,224.58,33911.58,Helsinki WH,1
PO5750,P1016,S106,2025-03-24,142,791.78,112432.76,Tallinn WH,1
PO5327,P1024,S106,2025-03-26,140,636.78,89149.2,Warsaw WH,1
PO5512,P1022,S108,2025-03-26,20,328.53,6570.6,Tallinn WH,1
PO5632,P1010,S101,2025-03-26,130,666.08,86590.4,Tallinn WH,1
PO5550,P1022,S107,2025-03-29,193,328.53,63406.29,Tallinn WH,0
PO5330,P1009,S105,2025-03-30,191,435.94,83264.54,Warsaw WH,1
PO5145,P1003,S103,2025-03-31,195,346.21,67510.95,Madrid WH,1
PO5546,P1007,S105,2025-03-31,137,766.41,104998.17,Madrid WH,0
PO5653,P1014,S110,2025-04-01,18,224.58,4042.44,Warsaw WH,1
PO5757,P1004,S107,2025-04-02,10,35.83,358.3,Warsaw WH,1
PO5050,P1002,S104,2025-04-04,179,593.13,106170.27,Tallinn WH,1
PO5384,P1022,S108,2025-04-05,94,328.53,30881.82,Helsinki WH,1
PO5147,P1021,S108,2025-04-07,132,455.67,60148.44,Helsinki WH,1
PO5079,P1002,S109,2025-04-08,186,593.13,110322.18,Berlin WH,1
PO5370,P1002,S109,2025-04-11,77,593.13,45671.01,Warsaw WH,1
PO5503,P1014,S110,2025-04-11,118,224.58,26500.44,Madrid WH,1
PO5107,P1024,S108,2025-04-12,126,636.78,80234.28,Madrid WH,1
PO5420,P1004,S102,2025-04-13,168,35.83,6019.44,Warsaw WH,1
PO5764,P1013,S109,2025-04-13,190,514.01,97661.9,Warsaw WH,1
PO5153,P1023,S101,2025-04-15,24,86.36,2072.64,Berlin WH,0
PO5525,P1024,S106,2025-04-15,27,636.78,17193.06,Helsinki WH,1
PO5776,P1008,S103,2025-04-18,132,680.28,89796.96,Helsinki WH,1
PO5164,P1001,S103,2025-04-21,12,516.95,6203.4,Tallinn WH,1
PO5498,P1025,S106,2025-04-22,4,796.96,3187.84,Helsinki WH,1
PO5594,P1022,S108,2025-04-22,16,328.53,5256.48,Tallinn WH,1
PO5176,P1019,S106,2025-04-23,145,702.95,101927.75,Berlin WH,1
PO5159,P1011,S109,2025-04-29,88,568.09,49991.92,Madrid WH,1
PO5156,P1008,S103,2025-04-30,124,680.28,84354.72,Warsaw WH,1
PO5633,P1024,S106,2025-04-30,109,636.78,69409.02,Warsaw WH,1
PO5471,P1002,S104,2025-05-02,105,593.13,62278.65,Berlin WH,1
PO5650,P1019,S103,2025-05-02,185,702.95,130045.75,Tallinn WH,1
PO5368,P1003,S102,2025-05-03,159,346.21,55047.39,Helsinki WH,1
PO5474,P1014,S110,2025-05-03,143,224.58,32114.94,Madrid WH,1
PO5259,P1015,S108,2025-05-05,75,149.34,11200.5,Helsinki WH,1
PO5488,P1016,S106,2025-05-05,76,791.78,60175.28,Berlin WH,1
PO5377,P1027,S109,2025-05-06,64,224.46,14365.44,Berlin WH,1
PO5547,P1027,S109,2025-05-06,140,224.46,31424.4,Helsinki WH,1
PO5014,P1022,S101,2025-05-08,169,328.53,55521.57,Madrid WH,1
PO5206,P1002,S108,2025-05-08,151,593.13,89562.63,Berlin WH,1
PO5752,P1004,S109,2025-05-09,29,35.83,1039.07,Warsaw WH,1
PO5074,P1003,S102,2025-05-10,100,346.21,34621.0,Madrid WH,0
PO5097,P1023,S101,2025-05-10,126,86.36,10881.36,Helsinki WH,1
PO5051,P1024,S102,2025-05-11,171,636.78,108889.38,Warsaw WH,1
PO5629,P1008,S106,2025-05-11,94,680.28,63946.32,Madrid WH,1
PO5219,P1017,S102,2025-05-12,135,676.64,91346.4,Helsinki WH,1
PO5236,P1005,S110,2025-05-16,185,188.05,34789.25,Helsinki WH,0
PO5288,P1014,S107,2025-05-17,131,224.58,29419.98,Tallinn WH,1
PO5459,P1016,S105,2025-05-18,137,791.78,108473.86,Warsaw WH,1
PO5562,P1008,S104,2025-05-23,119,680.28,80953.32,Berlin WH,1
PO5231,P1002,S104,2025-05-24,81,593.13,48043.53,Tallinn WH,1
PO5602,P1014,S110,2025-05-29,55,224.58,12351.9,Warsaw WH,1
PO5229,P1003,S102,2025-05-30,116,346.21,40160.36,Berlin WH,1
PO5333,P1022,S101,2025-05-31,155,328.53,50922.15,Berlin WH,1
PO5500,P1012,S107,2025-05-31,46,77.64,3571.44,Helsinki WH,1
PO5383,P1021,S101,2025-06-01,35,455.67,15948.45,Tallinn WH,1
PO5233,P1022,S101,2025-06-03,25,328.53,8213.25,Tallinn WH,1
PO5519,P1011,S104,2025-06-03,48,568.09,27268.32,Madrid WH,1
PO5044,P1007,S107,2025-06-08,89,766.41,68210.49,Tallinn WH,1
PO5531,P1004,S102,2025-06-09,71,35.83,2543.93,Warsaw WH,1
PO5748,P1012,S107,2025-06-10,52,77.64,4037.28,Berlin WH,1
PO5142,P1008,S102,2025-06-11,163,680.28,110885.64,Warsaw WH,0
PO5262,P1019,S103,2025-06-11,151,702.95,106145.45,Warsaw WH,1
PO5046,P1027,S101,2025-06-12,1,224.46,224.46,Madrid WH,0
PO5257,P1027,S101,2025-06-12,5,224.46,1122.3,Warsaw WH,0
PO5340,P1012,S107,2025-06-16,9,77.64,698.76,Berlin WH,1
PO5588,P1022,S101,2025-06-18,31,328.53,10184.43,Berlin WH,1
PO5167,P1021,S101,2025-06-20,26,455.67,11847.42,Madrid WH,1
PO5298,P1008,S106,2025-06-21,119,680.28,80953.32,Tallinn WH,1
PO5606,P1004,S102,2025-06-22,117,35.83,4192.11,Helsinki WH,0
PO5249,P1005,S106,2025-06-24,107,188.05,20121.35,Tallinn WH,1
PO5066,P1022,S108,2025-06-25,157,328.53,51579.21,Madrid WH,1
PO5126,P1018,S110,2025-06-25,77,262.63,20222.51,Madrid WH,0
PO5002,P1013,S101,2025-06-26,141,514.01,72475.41,Helsinki WH,1
PO5762,P1002,S108,2025-06-26,199,593.13,118032.87,Tallinn WH,1
PO5681,P1022,S107,2025-06-27,33,328.53,10841.49,Helsinki WH,1
PO5343,P1026,S104,2025-06-28,196,24.01,4705.96,Helsinki WH,1
PO5523,P1021,S104,2025-06-29,93,455.67,42377.31,Tallinn WH,1
PO5553,P1001,S103,2025-07-01,96,516.95,49627.2,Warsaw WH,1
PO5067,P1018,S110,2025-07-02,41,262.63,10767.83,Warsaw WH,1
PO5335,P1021,S104,2025-07-02,155,455.67,70628.85,Warsaw WH,1
PO5220,P1007,S105,2025-07-07,200,766.41,153282.0,Tallinn WH,1
PO5269,P1008,S106,2025-07-08,175,680.28,119049.0,Madrid WH,1
PO5296,P1002,S108,2025-07-08,60,593.13,35587.8,Madrid WH,1
PO5746,P1005,S110,2025-07-08,45,188.05,8462.25,Berlin WH,0
PO5303,P1008,S103,2025-07-09,132,680.28,89796.96,Berlin WH,1
PO5476,P1015,S110,2025-07-10,95,149.34,14187.3,Helsinki WH,1
PO5587,P1027,S101,2025-07-10,68,224.46,15263.28,Tallinn WH,1
PO5221,P1021,S101,2025-07-14,129,455.67,58781.43,Berlin WH,0
PO5273,P1016,S105,2025-07-14,10,791.78,7917.8,Helsinki WH,1
PO5676,P1024,S104,2025-07-15,143,636.78,91059.54,Madrid WH,1
PO5230,P1013,S109,2025-07-17,103,514.01,52943.03,Warsaw WH,1
PO5448,P1010,S101,2025-07-17,34,666.08,22646.72,Madrid WH,1
PO5245,P1017,S104,2025-07-18,88,676.64,59544.32,Berlin WH,1
PO5006,P1004,S109,2025-07-20,74,35.83,2651.42,Warsaw WH,1
PO5083,P1003,S102,2025-07-20,84,346.21,29081.64,Tallinn WH,1
PO5557,P1008,S104,2025-07-21,53,680.28,36054.84,Madrid WH,1
PO5496,P1024,S106,2025-07-22,96,636.78,61130.88,Helsinki WH,1
PO5391,P1019,S106,2025-07-24,39,702.95,27415.05,Madrid WH,1
PO5313,P1026,S107,2025-07-25,17,24.01,408.17,Helsinki WH,1
PO5325,P1005,S110,2025-07-26,10,188.05,1880.5,Tallinn WH,1
PO5800,P1008,S106,2025-07-26,37,680.28,25170.36,Tallinn WH,1
PO5751,P1019,S106,2025-07-27,4,702.95,2811.8,Madrid WH,1
PO5429,P1024,S108,2025-07-28,166,636.78,105705.48,Tallinn WH,1
PO5098,P1026,S104,2025-07-30,182,24.01,4369.82,Berlin WH,1
PO5605,P1026,S107,2025-07-30,5,24.01,120.05,Helsinki WH,0
PO5460,P1019,S103,2025-08-01,89,702.95,62562.55,Berlin WH,1
PO5542,P1024,S108,2025-08-03,182,636.78,115893.96,Berlin WH,1
PO5148,P1025,S106,2025-08-04,106,796.96,84477.76,Helsinki WH,1
PO5202,P1026,S107,2025-08-08,180,24.01,4321.8,Tallinn WH,1
PO5770,P1013,S109,2025-08-08,130,514.01,66821.3,Warsaw WH,1
PO5358,P1022,S105,2025-08-12,175,328.53,57492.75,Madrid WH,1
PO5485,P1005,S106,2025-08-12,26,188.05,4889.3,Warsaw WH,1
PO5375,P1019,S103,2025-08-13,32,702.95,22494.4,Tallinn WH,1
PO5379,P1024,S106,2025-08-14,128,636.78,81507.84,Tallinn WH,1
PO5354,P1026,S104,2025-08-15,142,24.01,3409.42,Berlin WH,1
