order_id,order_date,customer_id,region,country,category,product,customer_segment,units,unit_price,unit_cost,revenue,cost,margin,discount_pct,status,is_returned
10427,2023-05-30,C1249,AMER,Mexico,Software,VPN Annual,Consumer,3,39.52,3.26,118.56,9.78,108.78,0.00,Delivered,0
10640,2023-05-30,C1200,EMEA,France,Software,Analytics Platform,Enterprise,19,407.96,37.68,7751.24,715.92,7035.32,0.00,Delivered,0
10913,2023-05-30,C1152,APAC,Singapore,Hardware,Webcam HD,Mid-Market,5,79.66,32.54,398.30,162.70,235.60,0.00,Delivered,1
11225,2023-05-30,C1140,EMEA,France,Software,Editor Pro License,Mid-Market,4,102.59,9.88,410.36,39.52,370.84,0.00,Delivered,0
11895,2023-05-30,C1014,EMEA,Germany,Hardware,Laptop Stand,SMB,7,44.54,16.02,311.78,112.14,199.64,0.00,Delivered,0
12374,2023-05-30,C1205,APAC,Japan,Hardware,Docking Station,Enterprise,9,201.19,95.69,1720.17,861.21,858.96,0.05,Delivered,0
12654,2023-05-30,C1101,AMER,Brazil,Services,Custom Integration,SMB,5,1135.25,400.62,5676.25,2003.10,3673.15,,Delivered,0
11087,2023-05-31,C1060,APAC,Singapore,Services,Onboarding Workshop,SMB,4,482.08,150.49,1928.32,601.96,1326.36,0.00,Delivered,0
11455,2023-05-31,C1112,AMER,Brazil,Hardware,Laptop Stand,SMB,3,41.75,15.06,118.99,45.18,73.81,0.05,Delivered,0
12362,2023-05-31,C1048,AMER,Canada,Accessories,Monitor Arm,SMB,1,88.40,34.81,88.40,34.81,53.59,0.00,Shipped,0
11340,2023-06-01,C1208,EMEA,France,Hardware,"27"" Monitor",Enterprise,5,330.95,140.35,1489.28,701.75,787.53,0.10,Delivered,0
11532,2023-06-01,C1259,AMER,Brazil,Hardware,Webcam HD,Consumer,1,77.15,30.56,77.15,30.56,46.59,,Delivered,0
11704,2023-06-01,C1195,AMER,Canada,Accessories,Desk Mat,Enterprise,17,23.16,6.15,295.29,104.55,190.74,0.25,Delivered,0
12328,2023-06-01,C1301,APAC,Japan,Hardware,Webcam HD,Consumer,4,77.05,33.27,308.20,133.08,175.12,0.00,Delivered,0
12462,2023-06-01,C1270,AMER,United States,Services,Custom Integration,Consumer,1,1204.16,431.24,1204.16,431.24,772.92,0.00,Delivered,0
10735,2023-06-02,C1112,AMER,Canada,Hardware,Webcam HD,SMB,3,83.58,31.80,250.74,95.40,155.34,0.00,Delivered,0
11216,2023-06-02,C1304,EMEA,Netherlands,Software,Design Suite,Consumer,3,236.67,26.40,710.01,79.20,630.81,0.00,Delivered,0
11462,2023-06-02,C1152,AMER,Canada,Accessories,Desk Mat,Mid-Market,12,23.10,6.30,277.20,75.60,201.60,0.00,Delivered,0
12756,2023-06-02,C1158,EMEA,Spain,Accessories,Monitor Arm,Mid-Market,12,86.52,33.20,1038.24,398.40,639.84,0.00,Delivered,0
10254,2023-06-03,C1060,AMER,United States,Accessories,Monitor Arm,SMB,3,86.59,34.18,259.77,102.54,157.23,0.00,Delivered,0
12566,2023-06-03,C1212,EMEA,United Kingdom,Hardware,Mechanical Keyboard,Consumer,2,127.71,48.82,255.42,97.64,157.78,0.00,Shipped,0
10795,2023-06-04,C1162,APAC,South Korea,Software,Cloud Backup 1TB,Mid-Market,11,59.54,6.81,654.94,74.91,580.03,0.00,Delivered,0
12875,2023-06-05,C1079,AMER,Mexico,Hardware,Webcam HD,SMB,4,76.47,30.62,305.88,122.48,183.40,0.00,Delivered,0
10361,2023-06-06,C1164,EMEA,Finland,Accessories,Carry Sleeve,Mid-Market,9,29.98,7.83,269.82,70.47,199.35,0.00,Pending,0
11215,2023-06-06,C1197,APAC,Singapore,Hardware,"27"" Monitor",Enterprise,17,310.27,143.64,5274.59,2441.88,2832.71,,Delivered,0
11691,2023-06-06,C1129,EMEA,Netherlands,Services,Custom Integration,Mid-Market,12,1253.79,422.01,12036.38,5064.12,6972.26,0.20,Delivered,0
12056,2023-06-06,C1204,EMEA,Spain,Services,Custom Integration,Enterprise,13,1267.07,440.10,16471.91,5721.30,10750.61,0.00,Delivered,0
12022,2023-06-07,C1155,APAC,South Korea,Hardware,USB-C Hub,Mid-Market,8,49.27,21.73,295.62,173.84,121.78,0.25,Delivered,0
12711,2023-06-07,C1095,APAC,India,Software,Design Suite,SMB,2,258.60,27.86,517.20,55.72,461.48,0.00,Delivered,0
12841,2023-06-07,C1106,EMEA,France,Hardware,USB-C Hub,SMB,6,52.34,21.87,314.04,131.22,182.82,0.00,Delivered,1
11601,2023-06-08,C1179,EMEA,Netherlands,Hardware,Mechanical Keyboard,Mid-Market,4,135.71,51.24,542.84,204.96,337.88,0.00,Delivered,0
11788,2023-06-08,C1003,EMEA,Germany,Hardware,USB-C Hub,SMB,3,52.43,21.70,157.29,65.10,92.19,,Delivered,0
10125,2023-06-09,C1262,EMEA,Netherlands,Software,Editor Pro License,Consumer,4,95.13,9.69,380.52,38.76,341.76,0.00,Delivered,0
10788,2023-06-09,C1196,EMEA,Netherlands,Accessories,Cable Set,Enterprise,11,13.85,4.32,152.35,47.52,104.83,0.00,Delivered,0
11595,2023-06-09,C1205,APAC,South Korea,Software,VPN Annual,Enterprise,16,36.72,3.26,587.52,52.16,535.36,0.00,Delivered,0
12444,2023-06-09,C1304,EMEA,Netherlands,Accessories,Desk Mat,Consumer,2,24.39,6.40,48.78,12.80,35.98,,Delivered,0
12608,2023-06-09,C1254,AMER,Canada,Software,Analytics Platform,Consumer,3,410.23,34.54,1230.69,103.62,1127.07,0.00,Delivered,0
11006,2023-06-10,C1018,EMEA,Germany,Services,Onboarding Workshop,SMB,2,503.67,148.74,956.97,297.48,659.49,0.05,Delivered,0
11441,2023-06-10,C1155,APAC,Australia,Software,Design Suite,Mid-Market,7,245.77,27.96,1720.39,195.72,1524.67,0.00,Delivered,0
12612,2023-06-10,C1139,EMEA,Finland,Hardware,Docking Station,Mid-Market,3,194.34,89.99,583.02,269.97,313.05,0.00,Delivered,0
10124,2023-06-11,C1301,AMER,United States,Services,Custom Integration,Consumer,1,1147.33,435.98,1147.33,435.98,711.35,0.00,Delivered,0
10854,2023-06-11,C1202,AMER,Canada,Hardware,Webcam HD,Enterprise,13,77.40,30.65,1006.20,398.45,607.75,0.00,Delivered,0
11987,2023-06-12,C1231,EMEA,Netherlands,Services,Onboarding Workshop,Consumer,4,526.71,156.65,2106.84,626.60,1480.24,0.00,Delivered,0
12330,2023-06-12,C1032,APAC,Singapore,Accessories,Cable Set,SMB,8,14.09,4.27,112.72,34.16,78.56,0.00,Delivered,0
12693,2023-06-12,C1059,APAC,Australia,Software,Editor Pro License,SMB,7,96.64,9.82,676.48,68.74,607.74,0.00,Delivered,0
12888,2023-06-12,C1207,APAC,Japan,Accessories,Monitor Arm,Enterprise,5,86.96,34.55,434.80,172.75,262.05,0.00,Delivered,0
12910,2023-06-12,C1144,AMER,Canada,Hardware,Webcam HD,Mid-Market,6,82.64,30.37,495.84,182.22,313.62,0.00,Delivered,1
10213,2023-06-13,C1121,EMEA,Finland,Hardware,Laptop Stand,Mid-Market,2,42.12,15.19,84.24,30.38,53.86,0.00,Delivered,0
12369,2023-06-13,C1081,APAC,Australia,Services,Onboarding Workshop,SMB,3,517.50,143.26,1552.50,429.78,1122.72,,Delivered,0
12627,2023-06-13,C1048,AMER,Canada,Accessories,Cable Set,SMB,2,14.99,4.35,25.48,8.70,16.78,0.15,Delivered,0
10712,2023-06-14,C1182,EMEA,Finland,Software,Design Suite,Enterprise,4,252.93,26.16,1011.72,104.64,907.08,0.00,Delivered,0
10975,2023-06-14,C1294,EMEA,United Kingdom,Hardware,Mechanical Keyboard,Consumer,1,131.82,49.95,131.82,49.95,81.87,,Delivered,0
11294,2023-06-14,C1262,EMEA,Sweden,Hardware,USB-C Hub,Consumer,1,48.33,21.80,48.33,21.80,26.53,0.00,Delivered,0
12209,2023-06-14,C1274,EMEA,Finland,Services,Training Course,Consumer,1,369.15,84.08,350.69,84.08,266.61,0.05,Delivered,0
10281,2023-06-15,C1081,AMER,Canada,Hardware,"27"" Monitor",SMB,6,313.26,147.24,1785.58,883.44,902.14,0.05,Delivered,0
10903,2023-06-15,C1208,APAC,Singapore,Services,Priority Support,Enterprise,16,171.80,35.08,2748.80,561.28,2187.52,0.00,Delivered,0
11417,2023-06-15,C1295,AMER,United States,Accessories,Monitor Arm,Consumer,4,90.74,33.98,362.96,135.92,227.04,0.00,Delivered,0
12160,2023-06-15,C1158,AMER,United States,Hardware,Laptop Stand,Mid-Market,12,45.56,14.74,546.72,176.88,369.84,,Shipped,0
10074,2023-06-16,C1192,EMEA,Sweden,Services,Priority Support,Enterprise,16,186.09,36.71,2977.44,587.36,2390.08,0.00,Delivered,0
10112,2023-06-16,C1151,AMER,Brazil,Accessories,Cable Set,Mid-Market,3,13.87,4.39,41.61,13.17,28.44,0.00,Pending,0
10797,2023-06-16,C1258,AMER,Mexico,Services,Onboarding Workshop,Consumer,3,507.57,154.51,1218.17,463.53,754.64,0.20,Delivered,0
11633,2023-06-16,C1139,AMER,Brazil,Software,VPN Annual,Mid-Market,10,38.32,3.20,383.20,32.00,351.20,0.00,Delivered,0
11690,2023-06-16,C1104,APAC,Singapore,Hardware,Docking Station,SMB,6,206.11,93.96,1051.16,563.76,487.40,0.15,Delivered,0
12459,2023-06-16,C1174,EMEA,Germany,Services,Custom Integration,Mid-Market,7,1188.08,424.88,8316.56,2974.16,5342.40,0.00,Delivered,0
10260,2023-06-17,C1185,EMEA,France,Accessories,Monitor Arm,Enterprise,18,88.05,33.14,1584.90,596.52,988.38,0.00,Delivered,0
12084,2023-06-17,C1172,APAC,South Korea,Services,Priority Support,Mid-Market,7,186.04,36.32,1302.28,254.24,1048.04,0.00,Delivered,0
11250,2023-06-18,C1162,EMEA,Netherlands,Hardware,Laptop Stand,Mid-Market,4,46.23,14.72,184.92,58.88,126.04,0.00,Shipped,0
11856,2023-06-18,C1026,APAC,India,Software,Analytics Platform,SMB,8,407.78,35.94,2936.02,287.52,2648.50,0.10,Delivered,0
12044,2023-06-18,C1183,APAC,Australia,Services,Custom Integration,Enterprise,19,1169.01,420.86,22211.19,7996.34,14214.85,,Delivered,0
12413,2023-06-18,C1162,APAC,Singapore,Software,Design Suite,Mid-Market,11,247.69,27.48,2724.59,302.28,2422.31,,Delivered,0
10013,2023-06-19,C1140,EMEA,Netherlands,Services,Onboarding Workshop,Mid-Market,6,510.64,143.97,3063.84,863.82,2200.02,0.00,Delivered,0
12496,2023-06-19,C1221,APAC,Japan,Hardware,USB-C Hub,Consumer,1,49.70,21.94,49.70,21.94,27.76,0.00,Delivered,0
12083,2023-06-20,C1181,AMER,United States,Services,Onboarding Workshop,Enterprise,16,469.32,145.32,7509.12,2325.12,5184.00,0.00,Cancelled,0
12714,2023-06-20,C1085,AMER,Mexico,Services,Training Course,SMB,8,341.95,86.52,2325.26,692.16,1633.10,0.15,Cancelled,0
12225,2023-06-21,C1283,APAC,Singapore,Software,Cloud Backup 1TB,Consumer,1,61.53,7.03,61.53,7.03,54.50,0.00,Delivered,0
10420,2023-06-22,C1031,EMEA,Finland,Accessories,Desk Mat,SMB,5,23.02,6.52,109.34,32.60,76.74,0.05,Delivered,0
11303,2023-06-22,C1176,EMEA,Germany,Services,Training Course,Mid-Market,9,352.94,86.26,3176.46,776.34,2400.12,,Delivered,0
12969,2023-06-22,C1192,APAC,Singapore,Software,Cloud Backup 1TB,Enterprise,16,60.02,7.09,960.32,113.44,846.88,0.00,Delivered,0
10541,2023-06-23,C1064,EMEA,United Kingdom,Hardware,"27"" Monitor",SMB,4,302.17,139.19,1208.68,556.76,651.92,,Delivered,0
12092,2023-06-23,C1180,APAC,South Korea,Accessories,Carry Sleeve,Mid-Market,7,29.55,7.74,206.85,54.18,152.67,0.00,Delivered,0
10525,2023-06-24,C1089,APAC,Japan,Software,Editor Pro License,SMB,3,98.60,9.45,295.80,28.35,267.45,0.00,Delivered,0
10586,2023-06-24,C1162,AMER,Canada,Hardware,Webcam HD,Mid-Market,9,77.09,31.69,693.81,285.21,408.60,0.00,Delivered,0
11403,2023-06-24,C1205,EMEA,Sweden,Software,Cloud Backup 1TB,Enterprise,19,59.39,7.34,1071.99,139.46,932.53,0.05,Delivered,0
11566,2023-06-24,C1145,APAC,India,Services,Onboarding Workshop,Mid-Market,2,511.80,151.40,818.88,302.80,516.08,0.20,Delivered,0
11694,2023-06-24,C1116,AMER,United States,Services,Training Course,SMB,1,353.65,85.81,353.65,85.81,267.84,,Delivered,0
12347,2023-06-24,C1090,AMER,Mexico,Services,Custom Integration,SMB,2,1216.49,413.38,2432.98,826.76,1606.22,0.00,Delivered,0
12852,2023-06-24,C1183,EMEA,Sweden,Hardware,"27"" Monitor",Enterprise,16,332.51,142.18,5320.16,2274.88,3045.28,,Delivered,0
11505,2023-06-25,C1218,EMEA,Sweden,Services,Priority Support,Consumer,2,182.97,35.35,365.94,70.70,295.24,0.00,Delivered,0
11622,2023-06-25,C1122,EMEA,Netherlands,Hardware,Docking Station,Mid-Market,3,190.05,91.86,570.15,275.58,294.57,0.00,Delivered,0
10673,2023-06-26,C1140,AMER,United States,Software,Editor Pro License,Mid-Market,12,93.75,10.10,1125.00,121.20,1003.80,0.00,Delivered,0
10982,2023-06-26,C1129,EMEA,Netherlands,Services,Training Course,Mid-Market,8,366.20,83.70,2929.60,669.60,2260.00,0.00,Delivered,0
11094,2023-06-26,C1155,EMEA,Finland,Software,Design Suite,Mid-Market,4,241.10,26.61,964.40,106.44,857.96,0.00,Delivered,0
11830,2023-06-26,C1147,AMER,Brazil,Hardware,Webcam HD,Mid-Market,5,77.63,31.51,349.33,157.55,191.78,0.10,Delivered,0
12011,2023-06-26,C1003,EMEA,United Kingdom,Hardware,USB-C Hub,SMB,1,50.46,20.02,50.46,20.02,30.44,0.00,Delivered,0
12510,2023-06-26,C1221,EMEA,United Kingdom,Software,Cloud Backup 1TB,Consumer,4,60.86,6.93,243.44,27.72,215.72,0.00,Delivered,0
12609,2023-06-26,C1279,APAC,South Korea,Software,Editor Pro License,Consumer,1,94.98,9.48,94.98,9.48,85.50,0.00,Delivered,0
10859,2023-06-27,C1032,EMEA,Netherlands,Hardware,Docking Station,SMB,2,199.40,92.86,398.80,185.72,213.08,0.00,Delivered,0
11567,2023-06-27,C1199,APAC,Japan,Services,Onboarding Workshop,Enterprise,18,514.72,144.49,9264.96,2600.82,6664.14,0.00,Delivered,0
12304,2023-06-27,C1122,APAC,Japan,Services,Custom Integration,Mid-Market,2,1198.71,407.88,2397.42,815.76,1581.66,0.00,Delivered,0
12683,2023-06-28,C1043,AMER,United States,Accessories,Cable Set,SMB,1,15.15,4.37,15.15,4.37,10.78,0.00,Delivered,0
10521,2023-06-29,C1064,EMEA,United Kingdom,Services,Training Course,SMB,2,333.43,88.89,666.86,177.78,489.08,0.00,Delivered,0
12664,2023-06-29,C1302,AMER,Canada,Hardware,Docking Station,Consumer,4,200.69,92.57,802.76,370.28,432.48,0.00,Delivered,0
11344,2023-06-30,C1208,APAC,India,Hardware,Mechanical Keyboard,Enterprise,13,123.28,49.34,1602.64,641.42,961.22,0.00,Delivered,0
12080,2023-06-30,C1121,APAC,India,Hardware,Docking Station,Mid-Market,5,195.85,95.10,979.25,475.50,503.75,0.00,Delivered,0
12351,2023-06-30,C1208,EMEA,France,Software,Design Suite,Enterprise,18,258.85,26.19,4659.30,471.42,4187.88,0.00,Delivered,0
12731,2023-06-30,C1195,AMER,Brazil,Hardware,Webcam HD,Enterprise,9,79.46,30.27,715.14,272.43,442.71,0.00,Delivered,0
10668,2023-07-01,C1084,EMEA,France,Accessories,Monitor Arm,SMB,5,84.96,32.67,424.80,163.35,261.45,0.00,Pending,0
12853,2023-07-01,C1155,EMEA,United Kingdom,Hardware,Webcam HD,Mid-Market,3,83.83,32.69,251.49,98.07,153.42,0.00,Delivered,0
10851,2023-07-02,C1185,AMER,Brazil,Software,Design Suite,Enterprise,8,253.87,27.37,2030.96,218.96,1812.00,,Delivered,0
11020,2023-07-02,C1265,AMER,Canada,Hardware,"27"" Monitor",Consumer,4,325.80,139.70,1042.56,558.80,483.76,0.20,Delivered,0
11418,2023-07-02,C1207,EMEA,Sweden,Software,Cloud Backup 1TB,Enterprise,19,61.17,6.73,1046.01,127.87,918.14,0.10,Delivered,0
11431,2023-07-02,C1028,AMER,Canada,Software,Cloud Backup 1TB,SMB,6,59.78,7.21,358.68,43.26,315.42,0.00,Delivered,0
12360,2023-07-02,C1291,APAC,Australia,Accessories,Monitor Arm,Consumer,4,84.77,33.22,254.31,132.88,121.43,0.25,Delivered,0
12528,2023-07-02,C1086,AMER,Canada,Hardware,Docking Station,SMB,7,196.65,89.65,1101.24,627.55,473.69,0.20,Pending,0
10352,2023-07-03,C1271,AMER,Canada,Software,VPN Annual,Consumer,2,37.64,3.24,60.22,6.48,53.74,0.20,Delivered,0
11499,2023-07-03,C1096,EMEA,France,Software,VPN Annual,SMB,3,38.22,3.03,114.66,9.09,105.57,0.00,Pending,0
11634,2023-07-03,C1199,EMEA,United Kingdom,Services,Training Course,Enterprise,8,370.36,85.80,2962.88,686.40,2276.48,0.00,Delivered,0
11994,2023-07-03,C1310,AMER,United States,Hardware,Mechanical Keyboard,Consumer,1,129.35,49.47,129.35,49.47,79.88,0.00,Cancelled,0
12715,2023-07-03,C1244,APAC,South Korea,Software,Design Suite,Consumer,1,243.28,27.00,243.28,27.00,216.28,0.00,Delivered,0
10384,2023-07-05,C1189,APAC,Singapore,Services,Onboarding Workshop,Enterprise,5,510.92,152.77,2554.60,763.85,1790.75,0.00,Cancelled,0
11104,2023-07-05,C1209,EMEA,Germany,Software,Design Suite,Enterprise,11,261.17,27.38,2872.87,301.18,2571.69,0.00,Delivered,0
11255,2023-07-05,C1173,AMER,Mexico,Accessories,Desk Mat,Mid-Market,8,25.19,6.17,201.52,49.36,152.16,0.00,Delivered,0
11588,2023-07-05,C1210,EMEA,Sweden,Hardware,USB-C Hub,Enterprise,3,52.40,21.93,117.90,65.79,52.11,0.25,Cancelled,0
11882,2023-07-05,C1102,AMER,Brazil,Hardware,Docking Station,SMB,7,195.62,87.29,1369.34,611.03,758.31,0.00,Delivered,0
11982,2023-07-05,C1147,AMER,Brazil,Accessories,Cable Set,Mid-Market,3,13.92,4.39,41.76,13.17,28.59,0.00,Delivered,0
12245,2023-07-05,C1149,APAC,South Korea,Accessories,Monitor Arm,Mid-Market,3,92.75,32.92,278.25,98.76,179.49,0.00,Delivered,0
12890,2023-07-05,C1154,APAC,Singapore,Software,VPN Annual,Mid-Market,4,37.66,3.10,150.64,12.40,138.24,,Delivered,0
10569,2023-07-06,C1108,EMEA,Sweden,Hardware,Webcam HD,SMB,1,77.98,32.32,77.98,32.32,45.66,0.00,Delivered,0
11568,2023-07-06,C1239,APAC,South Korea,Hardware,Mechanical Keyboard,Consumer,4,131.39,51.01,525.56,204.04,321.52,0.00,Delivered,0
12312,2023-07-06,C1197,AMER,Mexico,Software,VPN Annual,Enterprise,18,37.53,3.22,675.54,57.96,617.58,0.00,Delivered,0
10065,2023-07-07,C1159,APAC,South Korea,Accessories,Carry Sleeve,Mid-Market,2,28.79,7.84,54.70,15.68,39.02,0.05,Delivered,0
10932,2023-07-07,C1053,AMER,Canada,Services,Priority Support,SMB,1,174.26,36.38,174.26,36.38,137.88,0.00,Delivered,0
12613,2023-07-08,C1064,EMEA,United Kingdom,Hardware,"27"" Monitor",SMB,5,332.88,143.42,1664.40,717.10,947.30,0.00,Pending,0
12904,2023-07-08,C1130,AMER,United States,Hardware,"27"" Monitor",Mid-Market,6,312.78,136.24,1876.68,817.44,1059.24,0.00,Delivered,0
10623,2023-07-09,C1155,EMEA,Spain,Accessories,Desk Mat,Mid-Market,10,25.28,6.00,252.80,60.00,192.80,0.00,Delivered,0
10183,2023-07-10,C1064,AMER,United States,Accessories,Carry Sleeve,SMB,4,29.38,8.51,117.52,34.04,83.48,0.00,Delivered,0
10558,2023-07-10,C1203,AMER,Brazil,Accessories,Desk Mat,Enterprise,19,24.00,6.27,433.20,119.13,314.07,0.05,Delivered,0
10739,2023-07-10,C1137,AMER,Brazil,Software,Design Suite,Mid-Market,12,240.95,26.81,2891.40,321.72,2569.68,0.00,Delivered,0
11416,2023-07-10,C1203,APAC,Japan,Services,Custom Integration,Enterprise,3,1221.34,440.19,3664.02,1320.57,2343.45,,Delivered,0
11765,2023-07-10,C1035,EMEA,United Kingdom,Hardware,USB-C Hub,SMB,5,50.11,21.34,250.55,106.70,143.85,0.00,Delivered,0
12023,2023-07-10,C1002,AMER,Brazil,Services,Priority Support,SMB,6,181.29,35.70,1087.74,214.20,873.54,0.00,Delivered,0
10358,2023-07-11,C1144,EMEA,Spain,Software,Cloud Backup 1TB,Mid-Market,11,58.14,7.21,511.63,79.31,432.32,0.20,Delivered,0
12530,2023-07-11,C1269,EMEA,Finland,Software,Editor Pro License,Consumer,2,99.01,9.79,198.02,19.58,178.44,0.00,Delivered,0
12586,2023-07-11,C1010,APAC,Singapore,Software,Design Suite,SMB,3,254.01,26.91,762.03,80.73,681.30,0.00,Delivered,0
11178,2023-07-12,C1283,EMEA,United Kingdom,Software,Analytics Platform,Consumer,4,376.22,37.53,1504.88,150.12,1354.76,0.00,Delivered,0
10350,2023-07-13,C1140,APAC,India,Software,Editor Pro License,Mid-Market,2,101.60,10.32,203.20,20.64,182.56,0.00,Delivered,0
11616,2023-07-13,C1207,AMER,Canada,Services,Custom Integration,Enterprise,15,1210.02,440.31,13612.72,6604.65,7008.07,0.25,Delivered,0
11631,2023-07-13,C1197,AMER,Brazil,Software,Design Suite,Enterprise,5,252.55,26.29,1262.75,131.45,1131.30,0.00,Delivered,0
10447,2023-07-14,C1104,AMER,Mexico,Hardware,Docking Station,SMB,7,208.28,90.75,1457.96,635.25,822.71,0.00,Delivered,0
10530,2023-07-14,C1140,APAC,Australia,Services,Training Course,Mid-Market,9,358.19,91.49,3223.71,823.41,2400.30,0.00,Delivered,0
11247,2023-07-14,C1185,AMER,Canada,Hardware,USB-C Hub,Enterprise,13,52.30,21.95,679.90,285.35,394.55,0.00,Delivered,0
12551,2023-07-14,C1208,AMER,United States,Hardware,"27"" Monitor",Enterprise,12,322.11,143.65,3865.32,1723.80,2141.52,0.00,Delivered,1
10873,2023-07-15,C1086,AMER,Canada,Software,Design Suite,SMB,6,261.80,26.31,1570.80,157.86,1412.94,0.00,Delivered,0
11197,2023-07-16,C1166,AMER,Mexico,Hardware,Laptop Stand,Mid-Market,12,42.72,15.14,512.64,181.68,330.96,0.00,Pending,0
11415,2023-07-16,C1141,EMEA,France,Services,Custom Integration,Mid-Market,7,1131.56,399.69,7920.92,2797.83,5123.09,0.00,Delivered,0
11516,2023-07-16,C1064,EMEA,Sweden,Software,Cloud Backup 1TB,SMB,7,56.61,7.06,396.27,49.42,346.85,0.00,Delivered,0
12741,2023-07-16,C1077,EMEA,Spain,Accessories,Desk Mat,SMB,2,22.75,6.36,45.50,12.72,32.78,,Delivered,0
11811,2023-07-17,C1193,EMEA,France,Hardware,Webcam HD,Enterprise,14,76.70,31.45,1073.80,440.30,633.50,0.00,Pending,0
12076,2023-07-17,C1134,EMEA,Sweden,Hardware,Laptop Stand,Mid-Market,10,45.55,15.90,455.50,159.00,296.50,,Delivered,0
12679,2023-07-17,C1147,APAC,India,Accessories,Monitor Arm,Mid-Market,8,86.18,35.49,551.55,283.92,267.63,0.20,Delivered,0
12766,2023-07-17,C1154,AMER,Brazil,Services,Onboarding Workshop,Mid-Market,11,477.37,149.83,5251.07,1648.13,3602.94,0.00,Delivered,0
11366,2023-07-18,C1191,AMER,Mexico,Services,Onboarding Workshop,Enterprise,16,491.05,144.99,7856.80,2319.84,5536.96,0.00,Delivered,0
12009,2023-07-18,C1052,EMEA,United Kingdom,Services,Custom Integration,SMB,8,1250.36,415.13,10002.88,3321.04,6681.84,0.00,Delivered,0
12386,2023-07-18,C1083,APAC,Japan,Hardware,USB-C Hub,SMB,5,50.92,21.32,254.60,106.60,148.00,0.00,Delivered,0
10670,2023-07-19,C1200,EMEA,Netherlands,Hardware,Laptop Stand,Enterprise,7,44.47,15.65,311.29,109.55,201.74,0.00,Delivered,0
11753,2023-07-19,C1076,EMEA,France,Hardware,Webcam HD,SMB,1,80.80,32.60,80.80,32.60,48.20,0.00,Delivered,0
12778,2023-07-19,C1191,EMEA,United Kingdom,Software,Cloud Backup 1TB,Enterprise,16,61.50,7.27,984.00,116.32,867.68,0.00,Delivered,0
10038,2023-07-20,C1135,APAC,Singapore,Services,Onboarding Workshop,Mid-Market,3,526.59,145.75,1579.77,437.25,1142.52,0.00,Delivered,0
12186,2023-07-20,C1184,EMEA,France,Accessories,Cable Set,Enterprise,18,14.11,4.29,253.98,77.22,176.76,0.00,Delivered,0
12477,2023-07-20,C1103,AMER,Canada,Hardware,USB-C Hub,SMB,2,47.76,21.94,95.52,43.88,51.64,,Delivered,0
12522,2023-07-20,C1075,AMER,United States,Hardware,Webcam HD,SMB,2,83.36,31.61,166.72,63.22,103.50,0.00,Delivered,1
11731,2023-07-21,C1140,EMEA,Germany,Software,Editor Pro License,Mid-Market,7,100.86,10.00,706.02,70.00,636.02,0.00,Delivered,0
11870,2023-07-21,C1182,EMEA,Sweden,Accessories,Cable Set,Enterprise,8,13.80,4.46,110.40,35.68,74.72,0.00,Delivered,0
10059,2023-07-22,C1188,AMER,United States,Hardware,Mechanical Keyboard,Enterprise,9,136.20,46.90,1225.80,422.10,803.70,0.00,Delivered,0
12162,2023-07-22,C1175,EMEA,Sweden,Hardware,Mechanical Keyboard,Mid-Market,6,134.51,47.41,807.06,284.46,522.60,0.00,Delivered,0
12705,2023-07-22,C1191,EMEA,France,Hardware,Laptop Stand,Enterprise,14,46.04,15.98,644.56,223.72,420.84,0.00,Pending,0
12837,2023-07-22,C1125,EMEA,Spain,Accessories,Monitor Arm,Mid-Market,11,83.75,34.12,783.06,375.32,407.74,0.15,Shipped,0
10889,2023-07-23,C1175,APAC,India,Accessories,Monitor Arm,Mid-Market,4,91.99,35.33,367.96,141.32,226.64,0.00,Delivered,0
11377,2023-07-23,C1307,APAC,Australia,Hardware,"27"" Monitor",Consumer,4,320.90,133.47,1283.60,533.88,749.72,0.00,Delivered,0
11425,2023-07-24,C1188,EMEA,Sweden,Services,Onboarding Workshop,Enterprise,4,527.87,148.15,2111.48,592.60,1518.88,0.00,Delivered,0
10226,2023-07-25,C1250,EMEA,Germany,Hardware,Docking Station,Consumer,2,209.62,89.71,419.24,179.42,239.82,0.00,Delivered,0
12935,2023-07-25,C1178,APAC,Japan,Services,Priority Support,Mid-Market,10,184.53,35.45,1845.30,354.50,1490.80,0.00,Delivered,0
11858,2023-07-26,C1265,APAC,India,Services,Onboarding Workshop,Consumer,4,519.46,154.81,1662.27,619.24,1043.03,0.20,Delivered,0
12032,2023-07-26,C1105,AMER,Mexico,Services,Priority Support,SMB,3,178.73,37.22,536.19,111.66,424.53,0.00,Delivered,0
12112,2023-07-26,C1304,APAC,India,Software,Design Suite,Consumer,1,252.87,27.52,252.87,27.52,225.35,0.00,Shipped,0
12799,2023-07-26,C1242,APAC,Australia,Services,Priority Support,Consumer,4,188.04,36.82,752.16,147.28,604.88,0.00,Delivered,0
11606,2023-07-27,C1039,EMEA,United Kingdom,Accessories,Carry Sleeve,SMB,3,28.57,7.99,85.71,23.97,61.74,0.00,Delivered,0
11640,2023-07-27,C1166,EMEA,United Kingdom,Hardware,Docking Station,Mid-Market,4,189.32,94.64,757.28,378.56,378.72,0.00,Delivered,0
10205,2023-07-28,C1079,EMEA,Sweden,Software,Design Suite,SMB,4,258.53,28.47,1034.12,113.88,920.24,0.00,Delivered,0
